,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops,Day_of_Journey,Month_of_journey,Dep_hr,Dep_min,Arrival_hr,Arrival_min,Duration_hr,Duration_min
233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,22,50,8,15,9,25
234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,5,0,30,3,25,2,55
235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,15,15,20,25,5,10
236,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,9,17,50,1,30,7,40
237,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,22,10,0,55,2,45
238,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,6,0,12,35,6,35
239,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,5,19,0,11,5,16,5
240,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,9,35,14,25,28,50
241,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,8,0,21,0,13,0
242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,8,50,23,25,14,35
243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,16,55,19,55,3,0
244,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,9,15,5,1,30,10,25
245,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,21,5,23,5,19,0,19,55
246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,9,8,20,21,50,13,30
247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,4,7,0,9,40,2,40
248,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,10,0,21,0,11,0
249,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,5,11,25,1,30,14,5
250,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,3,5,25,4,25,23,0
251,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,27,5,5,15,19,15,38,0
252,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,13,0,19,15,6,15
253,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,10,45,15,30,4,45
254,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,12,50,19,15,6,25
255,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,6,6,45,4,25,21,40
256,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,7,5,16,10,9,5
257,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15,6,18,5,21,10,3,5
258,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,6,13,25,12,35,23,10
259,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,9,20,14,15,4,55
260,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,5,16,45,8,55,16,10
261,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,3,2,30,4,0,1,30
262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,5,16,55,19,55,3,0
263,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,3,13,55,20,40,6,45
264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,6,6,0,8,45,2,45
265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,23,30,2,20,2,50
266,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,5,23,5,12,35,13,30
267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,6,21,15,0,15,3,0
268,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,16,30,23,35,7,5
269,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,7,30,19,15,11,45
270,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,6,13,0,19,0,6,0
271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,12,7,0,5,25,22,25
272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,5,11,30,14,20,2,50
273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,5,7,55,22,25,14,30
274,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,17,0,23,25,6,25
275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,3,5,55,8,35,2,40
276,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,9,9,45,0,55,15,10
277,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,21,10,16,20,19,10
278,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5,14,5,19,50,5,45
279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,7,45,10,40,2,55
280,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,11,55,22,20,10,25
281,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,19,15,4,25,9,10
282,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,20,40,9,25,12,45
283,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,9,20,20,20,20,24,0
284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,3,8,15,22,55,14,40
285,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,3,6,55,9,35,2,40
286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,7,10,10,5,2,55
287,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,4,9,45,8,15,22,30
288,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,16,0,21,0,5,0
289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,6,40,22,20,15,40
290,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,23,5,4,25,5,20
291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,12,17,25,13,55,20,30
292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,1,9,45,9,25,23,40
293,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,7,10,23,25,16,15
294,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,12,5,30,4,25,22,55
295,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,6,14,40,22,55,8,15
296,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,9,35,18,0,8,25
297,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,24,5,9,50,8,55,23,5
298,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,16,30,12,0,19,30
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,3,8,50,11,10,26,20
300,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,5,15,15,20,30,5,15
301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,9,21,0,23,50,2,50
302,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,6,8,20,10,35,2,15
303,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,13,0,1,30,12,30
304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,8,0,9,10,25,10
305,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,11,25,1,30,14,5
306,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,17,0,14,25,21,25
307,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,3,15,50,17,20,1,30
308,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,10,35,19,15,8,40
309,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,9,15,15,20,5,4,50
310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,4,8,30,11,20,2,50
311,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,10,0,20,25,10,25
312,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,9,14,30,8,55,18,25
313,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,6,30,16,20,9,50
314,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,15,0,16,25,1,25
315,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,9,12,0,7,40,19,40
316,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,6,3,15,45,22,5,6,20
317,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,6,30,16,20,9,50
318,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,18,15,4,25,10,10
319,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5,9,10,13,15,4,5
320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,11,50,11,35,23,45
321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,5,17,45,20,45,3,0
322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,19,10,10,15,15,5
323,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,2,15,19,0,16,45
324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,45,23,25,16,40
325,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,27,5,5,15,7,40,2,25
326,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,15,0,19,0,28,0
327,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,24,3,9,55,10,50,24,55
328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,5,20,45,7,10,10,25
329,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,15,6,13,15,7,40,18,25
330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,8,20,11,20,3,0
331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,5,21,5,23,55,2,50
332,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,15,3,5,45,7,5,1,20
333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,3,5,45,8,35,2,50
334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,20,25,1,30,5,5
335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,4,19,50,22,50,3,0
336,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,6,0,12,55,6,55
337,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,14,5,18,15,28,10
338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,5,15,10,23,30,8,20
339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,9,17,15,19,15,26,0
340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,6,7,45,10,40,2,55
341,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,9,16,50,5,35,12,45
342,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,10,0,19,0,9,0
343,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,6,21,5,22,25,1,20
344,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,6,16,50,13,45,20,55
345,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,17,15,19,50,2,35
346,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,5,18,55,18,15,23,20
347,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,15,15,20,5,4,50
348,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,8,25,12,0,27,35
349,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,3,20,0,4,25,8,25
350,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,6,21,25,19,0,21,35
351,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,6,7,10,22,40,15,30
352,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,5,6,40,19,0,12,20
353,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,11,30,1,30,14,0
354,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5,18,55,23,35,28,40
355,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,7,35,22,20,14,45
356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,8,0,19,10,11,10
357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,3,22,50,21,20,22,30
358,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27,3,16,35,22,50,6,15
359,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,5,10,0,19,15,9,15
360,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,11,30,14,5,2,35
361,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,7,35,12,10,4,35
362,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,3,19,35,21,5,1,30
363,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,24,3,9,55,22,55,13,0
364,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,21,5,17,0,9,5,16,5
365,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,7,30,19,15,11,45
366,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,12,7,5,8,30,1,25
367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,10,30,22,55,12,25
368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,4,11,10,14,5,2,55
369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,3,11,40,7,40,20,0
370,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,12,0,30,3,25,2,55
371,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,13,55,4,25,14,30
372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,9,5,55,8,35,2,40
373,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,10,20,12,55,2,35
374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,8,55,9,10,24,15
375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,9,35,22,5,12,30
376,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,9,0,21,0,12,0
377,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,6,30,8,15,25,45
378,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,5,2,0,7,25,5,25
379,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,6,8,35,17,15,8,40
380,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,22,50,19,0,20,10
381,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,3,8,25,19,40,11,15
382,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,11,30,1,30,14,0
383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,3,6,0,8,45,2,45
384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,10,35,19,35,9,0
385,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,4,45,19,15,14,30
386,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,9,2,55,4,25,1,30
387,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,6,6,55,9,30,2,35
388,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,15,15,17,45,2,30
389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,7,0,20,20,13,20
390,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,6,19,10,19,0,23,50
391,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,5,7,0,19,0,12,0
392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,22,10,1,0,2,50
393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,3,19,40,22,20,2,40
394,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,15,5,18,50,27,45
395,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,7,5,22,20,15,15
396,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,5,23,30,7,45,8,15
397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,3,20,0,22,55,2,55
398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,11,40,8,15,20,35
399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,5,4,0,6,50,2,50
400,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,5,21,10,8,15,11,5
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,4,11,10,13,55,2,45
402,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,20,25,10,55,14,30
403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,4,22,50,1,20,2,30
404,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,6,4,55,12,35,7,40
405,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,15,6,5,30,4,25,22,55
406,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,5,4,40,7,15,2,35
407,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,3,6,40,19,15,12,35
408,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,17,45,1,35,7,50
409,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,20,0,8,15,12,15
410,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,8,50,19,15,10,25
411,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,22,20,0,40,2,20
412,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,5,17,0,18,0,25,0
413,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,12,18,25,4,25,10,0
414,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,6,9,35,4,25,18,50
415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,5,9,45,12,35,2,50
416,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,15,5,16,55,19,15,26,20
417,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,1,9,40,4,25,18,45
418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,3,21,25,10,25,13,0
419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,18,3,15,35,23,40,8,5
420,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,14,0,19,0,5,0
421,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,19,20,23,45,4,25
422,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,7,35,22,30,14,55
423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,8,50,23,55,15,5
424,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,20,55,19,0,22,5
425,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,6,19,35,21,5,1,30
426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,19,50,22,50,3,0
427,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,3,17,15,19,55,2,40
428,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,10,35,21,0,10,25
429,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,18,55,4,40,9,45
430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,22,50,0,45,25,55
431,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,11,30,12,35,25,5
432,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,5,19,35,21,5,1,30
433,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21,5,5,15,7,40,2,25
434,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,3,15,20,17,55,2,35
435,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,14,5,10,5,20,0
436,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,4,6,20,10,30,4,10
437,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,17,30,4,25,10,55
438,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,19,45,4,25,8,40
439,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,5,10,20,19,0,8,40
440,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,9,19,45,12,35,16,50
441,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,13,10,14,30,1,20
442,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,9,35,19,10,9,35
443,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,18,5,9,45,12,0,2,15
444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,5,7,30,19,15,11,45
445,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,11,40,21,0,9,20
446,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,6,9,40,12,35,26,55
447,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24,5,6,55,9,30,2,35
448,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,7,0,18,50,11,50
449,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,13,5,22,20,9,15
450,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,1,14,55,22,30,7,35
451,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5,6,30,23,35,17,5
452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,5,7,35,19,25,11,50
453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,6,20,20,18,50,22,30
454,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,22,50,4,25,5,35
455,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,3,13,15,22,20,9,5
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,6,11,10,13,55,2,45
457,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,14,5,19,50,5,45
458,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,9,15,21,0,11,45
459,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,6,30,12,0,5,30
460,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,6,16,50,4,25,35,35
461,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,9,20,30,13,45,17,15
462,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,5,16,30,8,15,15,45
463,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,24,3,16,50,5,35,12,45
464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21,4,14,25,17,40,3,15
465,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,18,5,9,40,4,25,18,45
466,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,12,30,9,25,20,55
467,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,11,0,14,15,3,15
468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,14,15,16,45,2,30
469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6,55,23,20,16,25
